""	"submission_name"	"submission_date"	"template_name"	"response_component"	"curation_date"	"cohort"	"age_min"	"age_max"	"age_units"	"number_subjects"	"tissue_type"	"tissue_type_term_id"	"response_component_original"	"is_model"	"response_behavior_type"	"response_behavior"	"comparison"	"baseline_time_event"	"time_point"	"time_point_units"	"additional_exposure_material"	"vaccine_year"	"adjuvant"	"route"	"scheduling"	"publication_reference_id"	"publication_date"	"publication_reference_url"	"signature_source"	"signature_source_url"	"comments"	"response_comp_orig_cnt"	"response_comp_cnt"	"sig_subm_id"	"sig_row_id"	"row_key"	"signature_file"	"signature_file_complete"	"exposure_material_id_1"	"exposure_material_id_2"	"target_pathogen_taxonid_1"	"target_pathogen_taxonid_2"	"target_pathogen_taxonid_3"	"target_pathogen_taxonid_4"	"target_pathogen_taxonid_5"	"target_pathogen_taxonid_6"	"target_pathogen_taxonid_7"
""	"hipc_vac_gene_21743478_13"	"2011.07.12"	"hipc_vac_gene_21743478_13"	"CDK12"	""	""	"18"	"50"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CDK12"	"N"	"gene expression"	"negatively correlated"	"HAI response at 28d"	"time of vaccination"	"3"	"days"	""	"2008, 2007, 2009"	""	""	""	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"Suppl Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-6.xlsx' target='_blank'>supplement-6.xlsx</a>"	"Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	"429"	"364"	"13"	"242"	"21743478_13_242"	"hipc_vac_gene_sig_21743478_13.txt"	"hipc_vac_gene_sig_complete_21743478_13.txt"	"VO:0000045"	"VO:0000046"	"464623"	"393902"	"464417"	"504904"	"476294"	"461739"	"604436"
""	"hipc_vac_gene_21743478_13"	"2011.07.12"	"hipc_vac_gene_21743478_13"	"EPB41L4A-AS1"	""	""	"18"	"50"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"EPB41L4A-AS1"	"N"	"gene expression"	"negatively correlated"	"HAI response at 28d"	"time of vaccination"	"3"	"days"	""	"2008, 2007, 2009"	""	""	""	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"Suppl Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-6.xlsx' target='_blank'>supplement-6.xlsx</a>"	"Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	"429"	"364"	"13"	"242"	"21743478_13_242"	"hipc_vac_gene_sig_21743478_13.txt"	"hipc_vac_gene_sig_complete_21743478_13.txt"	"VO:0000045"	"VO:0000046"	"464623"	"393902"	"464417"	"504904"	"476294"	"461739"	"604436"
""	"hipc_vac_gene_21743478_13"	"2011.07.12"	"hipc_vac_gene_21743478_13"	"CEP95"	""	""	"18"	"50"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CCDC45"	"N"	"gene expression"	"negatively correlated"	"HAI response at 28d"	"time of vaccination"	"3"	"days"	""	"2008, 2007, 2009"	""	""	""	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"Suppl Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-6.xlsx' target='_blank'>supplement-6.xlsx</a>"	"Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	"429"	"364"	"13"	"242"	"21743478_13_242"	"hipc_vac_gene_sig_21743478_13.txt"	"hipc_vac_gene_sig_complete_21743478_13.txt"	"VO:0000045"	"VO:0000046"	"464623"	"393902"	"464417"	"504904"	"476294"	"461739"	"604436"
""	"hipc_vac_gene_21743478_13"	"2011.07.12"	"hipc_vac_gene_21743478_13"	"CREBRF"	""	""	"18"	"50"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CREBRF"	"N"	"gene expression"	"negatively correlated"	"HAI response at 28d"	"time of vaccination"	"3"	"days"	""	"2008, 2007, 2009"	""	""	""	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"Suppl Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-6.xlsx' target='_blank'>supplement-6.xlsx</a>"	"Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	"429"	"364"	"13"	"242"	"21743478_13_242"	"hipc_vac_gene_sig_21743478_13.txt"	"hipc_vac_gene_sig_complete_21743478_13.txt"	"VO:0000045"	"VO:0000046"	"464623"	"393902"	"464417"	"504904"	"476294"	"461739"	"604436"
""	"hipc_vac_gene_21743478_13"	"2011.07.12"	"hipc_vac_gene_21743478_13"	"CNOT6L"	""	""	"18"	"50"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CNOT6L"	"N"	"gene expression"	"negatively correlated"	"HAI response at 28d"	"time of vaccination"	"3"	"days"	""	"2008, 2007, 2009"	""	""	""	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"Suppl Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-6.xlsx' target='_blank'>supplement-6.xlsx</a>"	"Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	"429"	"364"	"13"	"242"	"21743478_13_242"	"hipc_vac_gene_sig_21743478_13.txt"	"hipc_vac_gene_sig_complete_21743478_13.txt"	"VO:0000045"	"VO:0000046"	"464623"	"393902"	"464417"	"504904"	"476294"	"461739"	"604436"
""	"hipc_vac_gene_21743478_13"	"2011.07.12"	"hipc_vac_gene_21743478_13"	"SVIP"	""	""	"18"	"50"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"SVIP"	"N"	"gene expression"	"negatively correlated"	"HAI response at 28d"	"time of vaccination"	"3"	"days"	""	"2008, 2007, 2009"	""	""	""	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"Suppl Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-6.xlsx' target='_blank'>supplement-6.xlsx</a>"	"Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	"429"	"364"	"13"	"242"	"21743478_13_242"	"hipc_vac_gene_sig_21743478_13.txt"	"hipc_vac_gene_sig_complete_21743478_13.txt"	"VO:0000045"	"VO:0000046"	"464623"	"393902"	"464417"	"504904"	"476294"	"461739"	"604436"
""	"hipc_vac_gene_21743478_13"	"2011.07.12"	"hipc_vac_gene_21743478_13"	"RICTOR"	""	""	"18"	"50"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"RICTOR"	"N"	"gene expression"	"negatively correlated"	"HAI response at 28d"	"time of vaccination"	"3"	"days"	""	"2008, 2007, 2009"	""	""	""	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"Suppl Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-6.xlsx' target='_blank'>supplement-6.xlsx</a>"	"Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	"429"	"364"	"13"	"242"	"21743478_13_242"	"hipc_vac_gene_sig_21743478_13.txt"	"hipc_vac_gene_sig_complete_21743478_13.txt"	"VO:0000045"	"VO:0000046"	"464623"	"393902"	"464417"	"504904"	"476294"	"461739"	"604436"
""	"hipc_vac_gene_21743478_13"	"2011.07.12"	"hipc_vac_gene_21743478_13"	"PSPC1"	""	""	"18"	"50"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"PSPC1"	"N"	"gene expression"	"negatively correlated"	"HAI response at 28d"	"time of vaccination"	"3"	"days"	""	"2008, 2007, 2009"	""	""	""	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"Suppl Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-6.xlsx' target='_blank'>supplement-6.xlsx</a>"	"Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	"429"	"364"	"13"	"242"	"21743478_13_242"	"hipc_vac_gene_sig_21743478_13.txt"	"hipc_vac_gene_sig_complete_21743478_13.txt"	"VO:0000045"	"VO:0000046"	"464623"	"393902"	"464417"	"504904"	"476294"	"461739"	"604436"
""	"hipc_vac_gene_21743478_13"	"2011.07.12"	"hipc_vac_gene_21743478_13"	"CCDC50"	""	""	"18"	"50"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CCDC50"	"N"	"gene expression"	"negatively correlated"	"HAI response at 28d"	"time of vaccination"	"3"	"days"	""	"2008, 2007, 2009"	""	""	""	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"Suppl Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-6.xlsx' target='_blank'>supplement-6.xlsx</a>"	"Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	"429"	"364"	"13"	"242"	"21743478_13_242"	"hipc_vac_gene_sig_21743478_13.txt"	"hipc_vac_gene_sig_complete_21743478_13.txt"	"VO:0000045"	"VO:0000046"	"464623"	"393902"	"464417"	"504904"	"476294"	"461739"	"604436"
""	"hipc_vac_gene_21743478_13"	"2011.07.12"	"hipc_vac_gene_21743478_13"	"FAM76B"	""	""	"18"	"50"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"FAM76B"	"N"	"gene expression"	"negatively correlated"	"HAI response at 28d"	"time of vaccination"	"3"	"days"	""	"2008, 2007, 2009"	""	""	""	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"Suppl Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-6.xlsx' target='_blank'>supplement-6.xlsx</a>"	"Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	"429"	"364"	"13"	"242"	"21743478_13_242"	"hipc_vac_gene_sig_21743478_13.txt"	"hipc_vac_gene_sig_complete_21743478_13.txt"	"VO:0000045"	"VO:0000046"	"464623"	"393902"	"464417"	"504904"	"476294"	"461739"	"604436"
""	"hipc_vac_gene_21743478_13"	"2011.07.12"	"hipc_vac_gene_21743478_13"	"LUC7L2"	""	""	"18"	"50"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"LUC7L2"	"N"	"gene expression"	"negatively correlated"	"HAI response at 28d"	"time of vaccination"	"3"	"days"	""	"2008, 2007, 2009"	""	""	""	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"Suppl Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-6.xlsx' target='_blank'>supplement-6.xlsx</a>"	"Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	"429"	"364"	"13"	"242"	"21743478_13_242"	"hipc_vac_gene_sig_21743478_13.txt"	"hipc_vac_gene_sig_complete_21743478_13.txt"	"VO:0000045"	"VO:0000046"	"464623"	"393902"	"464417"	"504904"	"476294"	"461739"	"604436"
""	"hipc_vac_gene_21743478_13"	"2011.07.12"	"hipc_vac_gene_21743478_13"	"TTC32"	""	""	"18"	"50"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"TTC32"	"N"	"gene expression"	"negatively correlated"	"HAI response at 28d"	"time of vaccination"	"3"	"days"	""	"2008, 2007, 2009"	""	""	""	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"Suppl Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-6.xlsx' target='_blank'>supplement-6.xlsx</a>"	"Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	"429"	"364"	"13"	"242"	"21743478_13_242"	"hipc_vac_gene_sig_21743478_13.txt"	"hipc_vac_gene_sig_complete_21743478_13.txt"	"VO:0000045"	"VO:0000046"	"464623"	"393902"	"464417"	"504904"	"476294"	"461739"	"604436"
""	"hipc_vac_gene_21743478_13"	"2011.07.12"	"hipc_vac_gene_21743478_13"	"KIAA1143"	""	""	"18"	"50"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"KIAA1143"	"N"	"gene expression"	"negatively correlated"	"HAI response at 28d"	"time of vaccination"	"3"	"days"	""	"2008, 2007, 2009"	""	""	""	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"Suppl Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-6.xlsx' target='_blank'>supplement-6.xlsx</a>"	"Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	"429"	"364"	"13"	"242"	"21743478_13_242"	"hipc_vac_gene_sig_21743478_13.txt"	"hipc_vac_gene_sig_complete_21743478_13.txt"	"VO:0000045"	"VO:0000046"	"464623"	"393902"	"464417"	"504904"	"476294"	"461739"	"604436"
""	"hipc_vac_gene_21743478_13"	"2011.07.12"	"hipc_vac_gene_21743478_13"	"OXNAD1"	""	""	"18"	"50"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"OXNAD1"	"N"	"gene expression"	"negatively correlated"	"HAI response at 28d"	"time of vaccination"	"3"	"days"	""	"2008, 2007, 2009"	""	""	""	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"Suppl Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-6.xlsx' target='_blank'>supplement-6.xlsx</a>"	"Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	"429"	"364"	"13"	"242"	"21743478_13_242"	"hipc_vac_gene_sig_21743478_13.txt"	"hipc_vac_gene_sig_complete_21743478_13.txt"	"VO:0000045"	"VO:0000046"	"464623"	"393902"	"464417"	"504904"	"476294"	"461739"	"604436"
""	"hipc_vac_gene_21743478_13"	"2011.07.12"	"hipc_vac_gene_21743478_13"	"PURB"	""	""	"18"	"50"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"PURB"	"N"	"gene expression"	"negatively correlated"	"HAI response at 28d"	"time of vaccination"	"3"	"days"	""	"2008, 2007, 2009"	""	""	""	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"Suppl Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-6.xlsx' target='_blank'>supplement-6.xlsx</a>"	"Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	"429"	"364"	"13"	"242"	"21743478_13_242"	"hipc_vac_gene_sig_21743478_13.txt"	"hipc_vac_gene_sig_complete_21743478_13.txt"	"VO:0000045"	"VO:0000046"	"464623"	"393902"	"464417"	"504904"	"476294"	"461739"	"604436"
""	"hipc_vac_gene_21743478_13"	"2011.07.12"	"hipc_vac_gene_21743478_13"	"MED30"	""	""	"18"	"50"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"MED30"	"N"	"gene expression"	"negatively correlated"	"HAI response at 28d"	"time of vaccination"	"3"	"days"	""	"2008, 2007, 2009"	""	""	""	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"Suppl Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-6.xlsx' target='_blank'>supplement-6.xlsx</a>"	"Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	"429"	"364"	"13"	"242"	"21743478_13_242"	"hipc_vac_gene_sig_21743478_13.txt"	"hipc_vac_gene_sig_complete_21743478_13.txt"	"VO:0000045"	"VO:0000046"	"464623"	"393902"	"464417"	"504904"	"476294"	"461739"	"604436"
""	"hipc_vac_gene_21743478_13"	"2011.07.12"	"hipc_vac_gene_21743478_13"	"SEPSECS"	""	""	"18"	"50"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"SEPSECS"	"N"	"gene expression"	"negatively correlated"	"HAI response at 28d"	"time of vaccination"	"3"	"days"	""	"2008, 2007, 2009"	""	""	""	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"Suppl Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-6.xlsx' target='_blank'>supplement-6.xlsx</a>"	"Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	"429"	"364"	"13"	"242"	"21743478_13_242"	"hipc_vac_gene_sig_21743478_13.txt"	"hipc_vac_gene_sig_complete_21743478_13.txt"	"VO:0000045"	"VO:0000046"	"464623"	"393902"	"464417"	"504904"	"476294"	"461739"	"604436"
""	"hipc_vac_gene_21743478_13"	"2011.07.12"	"hipc_vac_gene_21743478_13"	"N4BP2"	""	""	"18"	"50"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"N4BP2"	"N"	"gene expression"	"negatively correlated"	"HAI response at 28d"	"time of vaccination"	"3"	"days"	""	"2008, 2007, 2009"	""	""	""	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"Suppl Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-6.xlsx' target='_blank'>supplement-6.xlsx</a>"	"Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	"429"	"364"	"13"	"242"	"21743478_13_242"	"hipc_vac_gene_sig_21743478_13.txt"	"hipc_vac_gene_sig_complete_21743478_13.txt"	"VO:0000045"	"VO:0000046"	"464623"	"393902"	"464417"	"504904"	"476294"	"461739"	"604436"
""	"hipc_vac_gene_21743478_13"	"2011.07.12"	"hipc_vac_gene_21743478_13"	"CHIC1"	""	""	"18"	"50"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CHIC1"	"N"	"gene expression"	"negatively correlated"	"HAI response at 28d"	"time of vaccination"	"3"	"days"	""	"2008, 2007, 2009"	""	""	""	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"Suppl Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-6.xlsx' target='_blank'>supplement-6.xlsx</a>"	"Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	"429"	"364"	"13"	"242"	"21743478_13_242"	"hipc_vac_gene_sig_21743478_13.txt"	"hipc_vac_gene_sig_complete_21743478_13.txt"	"VO:0000045"	"VO:0000046"	"464623"	"393902"	"464417"	"504904"	"476294"	"461739"	"604436"
""	"hipc_vac_gene_21743478_13"	"2011.07.12"	"hipc_vac_gene_21743478_13"	"SNRPN"	""	""	"18"	"50"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"SNRPN"	"N"	"gene expression"	"negatively correlated"	"HAI response at 28d"	"time of vaccination"	"3"	"days"	""	"2008, 2007, 2009"	""	""	""	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"Suppl Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-6.xlsx' target='_blank'>supplement-6.xlsx</a>"	"Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	"429"	"364"	"13"	"242"	"21743478_13_242"	"hipc_vac_gene_sig_21743478_13.txt"	"hipc_vac_gene_sig_complete_21743478_13.txt"	"VO:0000045"	"VO:0000046"	"464623"	"393902"	"464417"	"504904"	"476294"	"461739"	"604436"
""	"hipc_vac_gene_21743478_13"	"2011.07.12"	"hipc_vac_gene_21743478_13"	"GGTA1"	""	""	"18"	"50"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"GGTA1"	"N"	"gene expression"	"negatively correlated"	"HAI response at 28d"	"time of vaccination"	"3"	"days"	""	"2008, 2007, 2009"	""	""	""	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"Suppl Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-6.xlsx' target='_blank'>supplement-6.xlsx</a>"	"Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	"429"	"364"	"13"	"242"	"21743478_13_242"	"hipc_vac_gene_sig_21743478_13.txt"	"hipc_vac_gene_sig_complete_21743478_13.txt"	"VO:0000045"	"VO:0000046"	"464623"	"393902"	"464417"	"504904"	"476294"	"461739"	"604436"
""	"hipc_vac_gene_21743478_13"	"2011.07.12"	"hipc_vac_gene_21743478_13"	"C12orf29"	""	""	"18"	"50"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"C12orf29"	"N"	"gene expression"	"negatively correlated"	"HAI response at 28d"	"time of vaccination"	"3"	"days"	""	"2008, 2007, 2009"	""	""	""	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"Suppl Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-6.xlsx' target='_blank'>supplement-6.xlsx</a>"	"Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	"429"	"364"	"13"	"242"	"21743478_13_242"	"hipc_vac_gene_sig_21743478_13.txt"	"hipc_vac_gene_sig_complete_21743478_13.txt"	"VO:0000045"	"VO:0000046"	"464623"	"393902"	"464417"	"504904"	"476294"	"461739"	"604436"
""	"hipc_vac_gene_21743478_13"	"2011.07.12"	"hipc_vac_gene_21743478_13"	"ATF7IP2"	""	""	"18"	"50"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"ATF7IP2"	"N"	"gene expression"	"negatively correlated"	"HAI response at 28d"	"time of vaccination"	"3"	"days"	""	"2008, 2007, 2009"	""	""	""	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"Suppl Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-6.xlsx' target='_blank'>supplement-6.xlsx</a>"	"Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	"429"	"364"	"13"	"242"	"21743478_13_242"	"hipc_vac_gene_sig_21743478_13.txt"	"hipc_vac_gene_sig_complete_21743478_13.txt"	"VO:0000045"	"VO:0000046"	"464623"	"393902"	"464417"	"504904"	"476294"	"461739"	"604436"
""	"hipc_vac_gene_21743478_13"	"2011.07.12"	"hipc_vac_gene_21743478_13"	"EML4"	""	""	"18"	"50"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"EML4"	"N"	"gene expression"	"negatively correlated"	"HAI response at 28d"	"time of vaccination"	"3"	"days"	""	"2008, 2007, 2009"	""	""	""	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"Suppl Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-6.xlsx' target='_blank'>supplement-6.xlsx</a>"	"Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	"429"	"364"	"13"	"242"	"21743478_13_242"	"hipc_vac_gene_sig_21743478_13.txt"	"hipc_vac_gene_sig_complete_21743478_13.txt"	"VO:0000045"	"VO:0000046"	"464623"	"393902"	"464417"	"504904"	"476294"	"461739"	"604436"
""	"hipc_vac_gene_21743478_13"	"2011.07.12"	"hipc_vac_gene_21743478_13"	"USP16"	""	""	"18"	"50"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"USP16"	"N"	"gene expression"	"negatively correlated"	"HAI response at 28d"	"time of vaccination"	"3"	"days"	""	"2008, 2007, 2009"	""	""	""	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"Suppl Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-6.xlsx' target='_blank'>supplement-6.xlsx</a>"	"Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	"429"	"364"	"13"	"242"	"21743478_13_242"	"hipc_vac_gene_sig_21743478_13.txt"	"hipc_vac_gene_sig_complete_21743478_13.txt"	"VO:0000045"	"VO:0000046"	"464623"	"393902"	"464417"	"504904"	"476294"	"461739"	"604436"
""	"hipc_vac_gene_21743478_13"	"2011.07.12"	"hipc_vac_gene_21743478_13"	"RCAN3"	""	""	"18"	"50"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"RCAN3"	"N"	"gene expression"	"negatively correlated"	"HAI response at 28d"	"time of vaccination"	"3"	"days"	""	"2008, 2007, 2009"	""	""	""	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"Suppl Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-6.xlsx' target='_blank'>supplement-6.xlsx</a>"	"Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	"429"	"364"	"13"	"242"	"21743478_13_242"	"hipc_vac_gene_sig_21743478_13.txt"	"hipc_vac_gene_sig_complete_21743478_13.txt"	"VO:0000045"	"VO:0000046"	"464623"	"393902"	"464417"	"504904"	"476294"	"461739"	"604436"
